=====================================================================
Altitude; 30000
PosTime; 2018-07-04 17:03:49
VelTime; 2018-07-04 17:03:49
Groundspeed; 566.643215379
Track?; -47.7750342078
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
NUCR?; NaN
Typecode?; NaN
=====================================================================
This is measurement; 61
Aircraft Type; B77W
Aircraft Registration; KLM836
Date?; 2018-07-04 17:04:00
Aircraft Callsign; KLM836
Longitude; 104.0
Latitude; 1.359375
Altitude; 0
PosTime; 2018-07-04 17:04:00
VelTime; 2018-07-04 17:04:00
Groundspeed; 0.803577108371
Track?; 0.0
Runway?; NaN
FlightType; NaN
VR?; NaN
GNSS?; NaN
